"review_title","review_text","review_star","date","author","page"
"Easy To Install & Use","I'm new to streaming, but I found this product to be easy to install, set up and use.","5.0 out of 5 stars","Reviewed in the United States on November 26, 2021","LV James",308
"Cost","Viewing programs","5.0 out of 5 stars","Reviewed in the United States on June 9, 2022","Scott",308
"Channels","Great","5.0 out of 5 stars","Reviewed in the United States on February 20, 2022","jose feliciano",309
"love it","I like the product both 2 already","5.0 out of 5 stars","Reviewed in the United States on April 12, 2022","Amazon Customer",309
"Does what I need","Does what I need","5.0 out of 5 stars","Reviewed in the United States on January 18, 2022","Mary Craig",309
"Me encanta","Si me agradó para 2 TV.","5.0 out of 5 stars","Reviewed in the United States on April 6, 2022","PAULA HERNANDEZ",309
"Easy to connect","Apps ny TV isn't smart works great","5.0 out of 5 stars","Reviewed in the United States on April 6, 2022","roxana",309
"I like it. It works great.","I like it. It does what I want it to do.","5.0 out of 5 stars","Reviewed in the United States on June 1, 2022","Pete",309
"Cool Device","You can load all your favorite apps on the Fire TV Stick. And I didn’t see a difference at all with the picture quality.","5.0 out of 5 stars","Reviewed in the United States on October 19, 2021","Myron Gray",309
"Excellent streaming","Easy to install and use","5.0 out of 5 stars","Reviewed in the United States on February 20, 2022","Mark H Dumm",309
"It’s suitable","I liked the small remote, however it’s so small I sometime lose it. Maybe a light on it or another color other than black?","5.0 out of 5 stars","Reviewed in the United States on April 4, 2022","barbara a lee",309
"Works great","Used for bedroom tv love it !","5.0 out of 5 stars","Reviewed in the United States on January 30, 2022","lexus stevenson",309
"Muy buen producto hasta el momento todo excelente","Es muy rápido en la trabas misión de vídeos y canalesLas aplicaciones abren rápidamente y la definición excelente","5.0 out of 5 stars","Reviewed in the United States on January 10, 2022","Luis",310
"Like the updates","I like this updated version of the original, it is now my TV remote. Turns the TV on, changes volume etc. I only stream so this is great","5.0 out of 5 stars","Reviewed in the United States on February 25, 2022","Amanda",310
"It works","This is my second stick. It works well.","5.0 out of 5 stars","Reviewed in the United States on February 26, 2022","Tony H",310
"I only need the one control <U+0001F60A>","I like having to use only one control","5.0 out of 5 stars","Reviewed in the United States on November 9, 2021","Dennis",310
"Streaming new content","Could be more powerful processor. Sometimes it lags.","5.0 out of 5 stars","Reviewed in the United States on June 21, 2022","CLINT V.",310
"Easy to use","Gave 2 of these for my mom for Xmas and easy setup and easy to use for her","5.0 out of 5 stars","Reviewed in the United States on January 29, 2022","Samantha",310
"Easy setup","I like the volume control which integrates with you tv","5.0 out of 5 stars","Reviewed in the United States on January 16, 2022","Jerome N. Terry",310
"great product","I like the product very much although I can not stream good with enough speed to watch anything that requires streaming.","5.0 out of 5 stars","Reviewed in the United States on January 10, 2022","B Jarrett",310
"Awesome, especially visually with the 4k!","Visually stunning with the 4k, simple and easy to set up and use!","5.0 out of 5 stars","Reviewed in the United States on June 15, 2022","David Pollak",310
"Absolutely love Amazon Fire Stick!!!","Steaming quality is excellent. Highly recommend the Amazon Fire Stick!!!","5.0 out of 5 stars","Reviewed in the United States on April 4, 2022","Susan Peters",310
"Awesome streaming device","I don't like that we have to closed a streaming app like prime or Netflix just to tweak with the settings.","5.0 out of 5 stars","Reviewed in the United States on June 21, 2022","Donovan G.",311
"A conduit to major movies, factual documentaries, w/o annoying commercials","No dislikes. A treasure trove of movies & documentaries w/o commercials.","5.0 out of 5 stars","Reviewed in the United States on December 24, 2021","Amazon Customer",311
"Very easy to use","Configuration was really easy, it works great. I tried in several places, only needs a wifi network and that's it.","5.0 out of 5 stars","Reviewed in the United States on March 6, 2022","Roberto Zoo C",311
"A great upgrade!","An excellent upgrade of a quality product!","5.0 out of 5 stars","Reviewed in the United States on April 2, 2022","HANK",311
"Easy setup","When ordered was able to ask for account information included which made for easier setup","5.0 out of 5 stars","Reviewed in the United States on February 23, 2022","Anne Pless",311
"4K, Short Cut Buttons","Works as you would expect. Good 4K picture, but it wont correct streaming lag and lockup common with streaming channels.","5.0 out of 5 stars","Reviewed in the United States on June 2, 2022","Danny H",311
"No Brainer","Dont know why I didnt buy one earlier.","5.0 out of 5 stars","Reviewed in the United States on January 31, 2022","colin France",311
"Waaaaay better than expected","Great product","5.0 out of 5 stars","Reviewed in the United States on January 2, 2022","Cristian perez",311
"Easy to set up and use","The set up was easy and the fire stick is easy to use. I also like the fact you can download many apps.","5.0 out of 5 stars","Reviewed in the United States on November 22, 2021","Allan Monterroza",311
"Great!","Finally broke down and bought one and we LOVE it!!!","5.0 out of 5 stars","Reviewed in the United States on July 6, 2022","Amber L Weisenberger",311
"It was easy to set up with the firestick!","The ease of setup and directions of how to use. I am older so that is very important to me.","5.0 out of 5 stars","Reviewed in the United States on June 2, 2022","Karen Lewis",312
"Fantastic streaming","Picture and sound quality are great","5.0 out of 5 stars","Reviewed in the United States on May 17, 2022","Amazon Customer",312
"Easy to use","Nothing so far everything is working great","5.0 out of 5 stars","Reviewed in the United States on April 17, 2022","Amazon Customer",312
"Good too many channels","Good","5.0 out of 5 stars","Reviewed in the United States on June 12, 2022","Duc",312
"Makes any tv a smart tv","Awesome product. Simple yet complex and loaded with features. Quality is second to none. Easy to use.","5.0 out of 5 stars","Reviewed in the United States on January 18, 2022","Charles M",312
"Follow the instructions.","All good - ""plug-n-play, good to go.","5.0 out of 5 stars","Reviewed in the United States on May 11, 2022","Paul Adams",312
"Beyond words. A +","This fire stick is beyond great. The 4K video quality is Beyond Great.","5.0 out of 5 stars","Reviewed in the United States on March 30, 2022","John Echeverry",312
"Great product","I have 4 fire-sticks","5.0 out of 5 stars","Reviewed in the United States on December 9, 2021","Sheree",312
"Is good","It’s has not voice recognition","5.0 out of 5 stars","Reviewed in the United States on January 10, 2022","Naymer Guzman",312
"n/a","n/a","5.0 out of 5 stars","Reviewed in the United States on May 8, 2022","Gregg W Hilderbrand",312
"Product was perfect.","Arrived in perfect shape and was simple to install.","5.0 out of 5 stars","Reviewed in the United States on February 18, 2022","Mark Rogers Mixed Up Burgers",313
"wow","it was just what I wanted. and it works great!","5.0 out of 5 stars","Reviewed in the United States on March 27, 2022","leonard d. staub",313
"Great Product works great","Great Product. It works Flawless.","5.0 out of 5 stars","Reviewed in the United States on April 1, 2022","RG",313
"It is exactly what I expected it to be. It is my 3rd one.","I am pleased with it. I stream amazone prime, roku, and Netflix.","5.0 out of 5 stars","Reviewed in the United States on May 1, 2022","james h rodman",313
"Fast, no buffering, voice recognition is great","Fast, no buffering, voice recognition is great","5.0 out of 5 stars","Reviewed in the United States on December 23, 2021","karpeydieme",313
"Nice","Very pleased with purchase","5.0 out of 5 stars","Reviewed in the United States on January 23, 2022","antwan l smith",313
"The absolute best","Great picture absolutely love it","5.0 out of 5 stars","Reviewed in the United States on December 11, 2021","Ray k",313
"Not my first Fire Stick","I have purchased several Fire Sticks to convert my older televisions. I really Iike the end result with the streaming options offered.","5.0 out of 5 stars","Reviewed in the United States on February 17, 2022","Jean Fortinberry",313
"Easy to set up with the directions","I m satisfied","5.0 out of 5 stars","Reviewed in the United States on November 22, 2021","Ann",313
"Could not believe I got same day delivery","Had the Gen 2 Firestick for a few years and was ready for an upgrade and so glad I did! Works faster and smoother. No regrets here!","5.0 out of 5 stars","Reviewed in the United States on April 30, 2022","nicholas",313
"It’s great","It works great","5.0 out of 5 stars","Reviewed in the United States on March 17, 2022","Destinee",314
"I am enjoying it, and I am still learning on how to operate it.","I use it on my television for everything such as Netflix, Youtube & others.","5.0 out of 5 stars","Reviewed in the United States on January 20, 2022","Avis Chester",314
